nameseq,maximum_ORF_length,minimum_ORF_length,std_ORF_length,average_ORF_length,cv_ORF_length,maximum_GC_content_ORF,minimum_GC_content_ORF,std_GC_content_ORF,average_GC_content_ORF,cv_GC_content_ORF,label
non-promoter-1029,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1030,30,30,0.0,30.0,0.0,36.666666666666664,36.666666666666664,0.0,36.666666666666664,0.0,promotor
non-promoter-1031,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1032,45,45,0.0,45.0,0.0,40.0,33.33333333333333,3.3333333333333357,36.666666666666664,0.09090909090909098,promotor
non-promoter-1033,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1034,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1035,51,6,18.49324200890693,27.0,0.6849348892187751,54.166666666666664,33.33333333333333,8.510076248365873,43.545751633986924,0.19542839264540018,promotor
non-promoter-1036,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1037,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1038,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1039,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1040,21,21,0.0,21.0,0.0,38.095238095238095,33.33333333333333,2.380952380952383,35.71428571428571,0.06666666666666674,promotor
non-promoter-1041,15,15,0.0,15.0,0.0,53.333333333333336,46.666666666666664,3.3333333333333357,50.0,0.06666666666666671,promotor
non-promoter-1042,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1043,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1044,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1045,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1046,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1047,12,6,3.0,9.0,0.3333333333333333,41.66666666666667,33.33333333333333,4.166666666666671,37.5,0.11111111111111124,promotor
non-promoter-1048,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1049,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1050,63,27,18.0,45.0,0.4,48.148148148148145,44.44444444444444,1.8518518518518512,46.29629629629629,0.039999999999999994,promotor
non-promoter-1051,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1052,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1053,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1054,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1055,21,21,0.0,21.0,0.0,38.095238095238095,38.095238095238095,0.0,38.095238095238095,0.0,promotor
non-promoter-1056,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-1057,54,9,21.213203435596427,39.0,0.5439282932204212,40.74074074074074,22.22222222222222,8.729713347982068,34.5679012345679,0.2525381361380527,promotor
non-promoter-1058,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1059,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1060,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1061,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1062,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1063,21,12,3.7416573867739413,16.0,0.23385358667337133,42.857142857142854,20.0,9.37449083189422,32.063492063492056,0.29237273386600793,promotor
non-promoter-1064,15,15,0.0,15.0,0.0,40.0,40.0,0.0,40.0,0.0,promotor
non-promoter-1065,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1066,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1067,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1068,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1069,42,42,0.0,42.0,0.0,45.23809523809524,45.23809523809524,0.0,45.23809523809524,0.0,promotor
non-promoter-1070,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1071,18,18,0.0,18.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1072,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1073,27,27,0.0,27.0,0.0,37.03703703703704,37.03703703703704,0.0,37.03703703703704,0.0,promotor
non-promoter-1074,30,12,9.0,21.0,0.42857142857142855,46.666666666666664,25.0,10.833333333333332,35.83333333333333,0.3023255813953488,promotor
non-promoter-1075,18,18,0.0,18.0,0.0,38.88888888888889,38.88888888888889,0.0,38.88888888888889,0.0,promotor
non-promoter-1076,18,18,0.0,18.0,0.0,27.77777777777778,27.77777777777778,0.0,27.77777777777778,0.0,promotor
non-promoter-1077,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,promotor
non-promoter-1078,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1079,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1080,30,24,3.0,27.0,0.1111111111111111,36.666666666666664,29.166666666666668,3.7499999999999982,32.916666666666664,0.11392405063291135,promotor
non-promoter-1081,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1082,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1083,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1084,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1085,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1086,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1087,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1088,9,9,0.0,9.0,0.0,11.11111111111111,11.11111111111111,0.0,11.11111111111111,0.0,promotor
non-promoter-1089,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1090,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1091,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1092,33,30,1.5,31.5,0.047619047619047616,54.54545454545454,43.333333333333336,5.606060606060602,48.93939393939394,0.11455108359133119,promotor
non-promoter-1093,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1094,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1095,15,15,0.0,15.0,0.0,26.666666666666668,26.666666666666668,0.0,26.666666666666668,0.0,promotor
non-promoter-1096,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1097,21,21,0.0,21.0,0.0,38.095238095238095,38.095238095238095,0.0,38.095238095238095,0.0,promotor
non-promoter-1098,69,69,0.0,69.0,0.0,42.028985507246375,42.028985507246375,0.0,42.028985507246375,0.0,promotor
non-promoter-1099,39,39,0.0,39.0,0.0,48.717948717948715,48.717948717948715,0.0,48.717948717948715,0.0,promotor
non-promoter-1100,21,21,0.0,21.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-1101,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1102,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1103,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1104,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1105,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1106,9,6,1.5,7.5,0.2,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1107,18,18,0.0,18.0,0.0,38.88888888888889,38.88888888888889,0.0,38.88888888888889,0.0,promotor
non-promoter-1108,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,promotor
non-promoter-1109,33,33,0.0,33.0,0.0,36.36363636363637,36.36363636363637,0.0,36.36363636363637,0.0,promotor
non-promoter-1110,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1111,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1112,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1113,33,33,0.0,33.0,0.0,42.42424242424242,42.42424242424242,0.0,42.42424242424242,0.0,promotor
non-promoter-1114,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1115,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1116,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1117,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-1118,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1119,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1120,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1121,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1122,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1123,27,27,0.0,27.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1124,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1125,51,51,0.0,51.0,0.0,37.254901960784316,37.254901960784316,0.0,37.254901960784316,0.0,promotor
non-promoter-1126,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-1127,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1128,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1129,42,42,0.0,42.0,0.0,52.38095238095239,52.38095238095239,0.0,52.38095238095239,0.0,promotor
non-promoter-1130,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1131,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1132,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1133,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1134,18,18,0.0,18.0,0.0,27.77777777777778,27.77777777777778,0.0,27.77777777777778,0.0,promotor
non-promoter-1135,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1136,33,33,0.0,33.0,0.0,42.42424242424242,42.42424242424242,0.0,42.42424242424242,0.0,promotor
non-promoter-1137,30,30,0.0,30.0,0.0,40.0,40.0,0.0,40.0,0.0,promotor
non-promoter-1138,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1139,51,21,15.0,36.0,0.4166666666666667,57.14285714285714,43.13725490196079,7.002801120448176,50.14005602240896,0.13966480446927368,promotor
non-promoter-1140,39,39,0.0,39.0,0.0,43.58974358974359,43.58974358974359,0.0,43.58974358974359,0.0,promotor
non-promoter-1141,15,15,0.0,15.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-1142,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1143,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1144,15,15,0.0,15.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1145,18,18,0.0,18.0,0.0,38.88888888888889,38.88888888888889,0.0,38.88888888888889,0.0,promotor
non-promoter-1146,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1147,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1148,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1149,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1150,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1151,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1152,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1153,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1154,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1155,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1156,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1157,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1158,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1159,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1160,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1161,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1162,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1163,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1164,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1165,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1166,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1167,24,24,0.0,24.0,0.0,12.5,12.5,0.0,12.5,0.0,promotor
non-promoter-1168,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1169,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1170,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1171,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1172,39,39,0.0,39.0,0.0,53.84615384615385,53.84615384615385,0.0,53.84615384615385,0.0,promotor
non-promoter-1173,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1174,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1175,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1176,60,18,21.0,39.0,0.5384615384615384,61.111111111111114,45.0,8.055555555555557,53.05555555555556,0.15183246073298431,promotor
non-promoter-1177,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1178,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1179,66,66,0.0,66.0,0.0,46.96969696969697,46.96969696969697,0.0,46.96969696969697,0.0,promotor
non-promoter-1180,24,24,0.0,24.0,0.0,62.5,62.5,0.0,62.5,0.0,promotor
non-promoter-1181,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1182,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1183,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1184,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1185,45,45,0.0,45.0,0.0,46.666666666666664,46.666666666666664,0.0,46.666666666666664,0.0,promotor
non-promoter-1186,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1187,27,12,7.5,19.5,0.38461538461538464,51.85185185185185,41.66666666666667,5.092592592592588,46.75925925925926,0.10891089108910881,promotor
non-promoter-1188,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1189,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1190,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1191,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1192,21,21,0.0,21.0,0.0,38.095238095238095,38.095238095238095,0.0,38.095238095238095,0.0,promotor
non-promoter-1193,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1194,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1195,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1196,30,30,0.0,30.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1197,15,15,0.0,15.0,0.0,40.0,40.0,0.0,40.0,0.0,promotor
non-promoter-1198,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1199,21,21,0.0,21.0,0.0,52.38095238095239,52.38095238095239,0.0,52.38095238095239,0.0,promotor
non-promoter-1200,27,27,0.0,27.0,0.0,37.03703703703704,37.03703703703704,0.0,37.03703703703704,0.0,promotor
non-promoter-1201,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1202,54,24,15.0,39.0,0.38461538461538464,54.166666666666664,53.70370370370371,0.2314814814814774,53.93518518518519,0.004291845493562155,promotor
non-promoter-1203,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1204,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1205,33,33,0.0,33.0,0.0,48.484848484848484,48.484848484848484,0.0,48.484848484848484,0.0,promotor
non-promoter-1206,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1207,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1208,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1209,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1210,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1211,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1212,27,27,0.0,27.0,0.0,48.148148148148145,48.148148148148145,0.0,48.148148148148145,0.0,promotor
non-promoter-1213,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1214,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1215,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1216,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1217,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1218,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1219,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1220,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1221,33,33,0.0,33.0,0.0,63.63636363636363,63.63636363636363,0.0,63.63636363636363,0.0,promotor
non-promoter-1222,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1223,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1224,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1225,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1226,42,42,0.0,42.0,0.0,57.14285714285714,57.14285714285714,0.0,57.14285714285714,0.0,promotor
non-promoter-1227,39,39,0.0,39.0,0.0,48.717948717948715,48.717948717948715,0.0,48.717948717948715,0.0,promotor
non-promoter-1228,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1229,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1230,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1231,21,21,0.0,21.0,0.0,47.61904761904761,47.61904761904761,0.0,47.61904761904761,0.0,promotor
non-promoter-1232,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1233,57,24,16.5,40.5,0.4074074074074074,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1234,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1235,27,12,7.5,19.5,0.38461538461538464,51.85185185185185,41.66666666666667,5.092592592592588,46.75925925925926,0.10891089108910881,promotor
non-promoter-1236,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1237,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1238,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1239,45,45,0.0,45.0,0.0,62.22222222222222,62.22222222222222,0.0,62.22222222222222,0.0,promotor
non-promoter-1240,69,69,0.0,69.0,0.0,50.72463768115942,50.72463768115942,0.0,50.72463768115942,0.0,promotor
non-promoter-1241,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1242,48,48,0.0,48.0,0.0,62.5,62.5,0.0,62.5,0.0,promotor
non-promoter-1243,33,6,13.5,19.5,0.6923076923076923,57.57575757575758,33.33333333333333,12.121212121212125,45.45454545454545,0.2666666666666668,promotor
non-promoter-1244,45,45,0.0,45.0,0.0,64.44444444444444,64.44444444444444,0.0,64.44444444444444,0.0,promotor
non-promoter-1245,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1246,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,promotor
non-promoter-1247,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1248,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1249,45,45,0.0,45.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1250,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1251,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1252,54,54,0.0,54.0,0.0,44.44444444444444,44.44444444444444,0.0,44.44444444444444,0.0,promotor
non-promoter-1253,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1254,66,66,0.0,66.0,0.0,43.93939393939394,43.93939393939394,0.0,43.93939393939394,0.0,promotor
non-promoter-1255,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1256,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1257,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1258,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1259,12,12,0.0,12.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1260,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1261,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1262,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1263,63,63,0.0,63.0,0.0,41.269841269841265,41.269841269841265,0.0,41.269841269841265,0.0,promotor
non-promoter-1264,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1265,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1266,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1267,18,18,0.0,18.0,0.0,55.55555555555556,55.55555555555556,0.0,55.55555555555556,0.0,promotor
non-promoter-1268,12,12,0.0,12.0,0.0,41.66666666666667,41.66666666666667,0.0,41.66666666666667,0.0,promotor
non-promoter-1269,48,48,0.0,48.0,0.0,58.333333333333336,58.333333333333336,0.0,58.333333333333336,0.0,promotor
non-promoter-1270,18,18,0.0,18.0,0.0,27.77777777777778,27.77777777777778,0.0,27.77777777777778,0.0,promotor
non-promoter-1271,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1272,39,39,0.0,39.0,0.0,51.28205128205128,51.28205128205128,0.0,51.28205128205128,0.0,promotor
non-promoter-1273,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1274,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1275,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1276,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1277,15,15,0.0,15.0,0.0,33.33333333333333,26.666666666666668,3.3333333333333304,30.0,0.11111111111111101,promotor
non-promoter-1278,42,42,0.0,42.0,0.0,57.14285714285714,57.14285714285714,0.0,57.14285714285714,0.0,promotor
non-promoter-1279,39,39,0.0,39.0,0.0,46.15384615384615,46.15384615384615,0.0,46.15384615384615,0.0,promotor
non-promoter-1280,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1281,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1282,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1283,18,18,0.0,18.0,0.0,61.111111111111114,61.111111111111114,0.0,61.111111111111114,0.0,promotor
non-promoter-1284,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1285,24,24,0.0,24.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1286,57,12,22.5,34.5,0.6521739130434783,59.64912280701754,50.0,4.8245614035087705,54.82456140350877,0.08799999999999998,promotor
non-promoter-1287,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1288,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1289,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1290,48,48,0.0,48.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1291,39,39,0.0,39.0,0.0,43.58974358974359,43.58974358974359,0.0,43.58974358974359,0.0,promotor
non-promoter-1292,21,9,6.0,15.0,0.4,55.55555555555556,19.047619047619047,18.253968253968253,37.301587301587304,0.4893617021276595,promotor
non-promoter-1293,36,18,7.3484692283495345,27.0,0.2721655269759087,27.77777777777778,22.22222222222222,2.6189140043946213,25.925925925925924,0.10101525445522111,promotor
non-promoter-1294,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1295,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1296,33,9,12.0,21.0,0.5714285714285714,42.42424242424242,22.22222222222222,10.1010101010101,32.32323232323232,0.3125,promotor
non-promoter-1297,54,48,3.0,51.0,0.058823529411764705,31.48148148148148,31.25,0.11574074074074048,31.36574074074074,0.0036900369003689953,promotor
non-promoter-1298,6,6,0.0,6.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1299,36,36,0.0,36.0,0.0,38.88888888888889,38.88888888888889,0.0,38.88888888888889,0.0,promotor
non-promoter-1300,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1301,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1302,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1303,27,9,9.0,18.0,0.5,44.44444444444444,33.33333333333333,5.555555555555557,38.888888888888886,0.1428571428571429,promotor
non-promoter-1304,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1305,24,6,9.0,15.0,0.6,50.0,33.33333333333333,8.333333333333336,41.666666666666664,0.20000000000000007,promotor
non-promoter-1306,69,6,31.5,37.5,0.84,57.971014492753625,33.33333333333333,12.318840579710148,45.65217391304348,0.26984126984126994,promotor
non-promoter-1307,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1308,12,6,3.0,9.0,0.3333333333333333,50.0,33.33333333333333,8.333333333333336,41.666666666666664,0.20000000000000007,promotor
non-promoter-1309,18,18,0.0,18.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1310,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1311,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1312,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1313,48,48,0.0,48.0,0.0,58.333333333333336,58.333333333333336,0.0,58.333333333333336,0.0,promotor
non-promoter-1314,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1315,69,30,19.5,49.5,0.3939393939393939,60.0,57.971014492753625,1.0144927536231876,58.98550724637681,0.017199017199017185,promotor
non-promoter-1316,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1317,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1318,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1319,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1320,45,45,0.0,45.0,0.0,57.77777777777777,57.77777777777777,0.0,57.77777777777777,0.0,promotor
non-promoter-1321,51,51,0.0,51.0,0.0,58.82352941176471,58.82352941176471,0.0,58.82352941176471,0.0,promotor
non-promoter-1322,42,9,16.5,25.5,0.6470588235294118,42.857142857142854,22.22222222222222,10.317460317460316,32.53968253968254,0.3170731707317073,promotor
non-promoter-1323,24,24,0.0,24.0,0.0,45.83333333333333,45.83333333333333,0.0,45.83333333333333,0.0,promotor
non-promoter-1324,24,24,0.0,24.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1325,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1326,9,9,0.0,9.0,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,promotor
non-promoter-1327,21,21,0.0,21.0,0.0,57.14285714285714,57.14285714285714,0.0,57.14285714285714,0.0,promotor
non-promoter-1328,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1329,27,27,0.0,27.0,0.0,37.03703703703704,37.03703703703704,0.0,37.03703703703704,0.0,promotor
non-promoter-1330,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1331,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1332,0,0,0,0,0,0,0,0,0,0,promotor
non-promoter-1333,9,9,0.0,9.0,0.0,55.55555555555556,22.22222222222222,16.666666666666668,38.888888888888886,0.42857142857142866,promotor
non-promoter-1334,18,9,4.242640687119285,12.0,0.35355339059327373,50.0,22.22222222222222,12.00137166371826,38.888888888888886,0.3086066999241838,promotor
non-promoter-1335,12,12,0.0,12.0,0.0,50.0,50.0,0.0,50.0,0.0,promotor
non-promoter-1336,69,45,12.0,57.0,0.21052631578947367,55.55555555555556,46.3768115942029,4.589371980676329,50.966183574879224,0.09004739336492894,promotor
non-promoter-1337,30,30,0.0,30.0,0.0,43.333333333333336,43.333333333333336,0.0,43.333333333333336,0.0,promotor
